Speccode,Species,Population,Season,Area,Propn.adults,Propn.immatures
GB,Great Black-backed Gull,UK western non-SPA colonies,non-breeding season (September to March),UK North Sea waters,0.01,0.1
GB,Great Black-backed Gull,UK western non-SPA colonies,non-breeding season (September to March),UK south-west and Channel waters,0.2,0.3
GB,Great Black-backed Gull,UK western non-SPA colonies,non-breeding season (September to March),UK west of Scotland waters,0.7,0.5
CA,Great Cormorant,Abberton Reservoir,non-breeding season (September to March),UK NW North Sea,0,0
CA,Great Cormorant,Abberton Reservoir,non-breeding season (September to March),UK SW North Sea and Channel,0.8,0.7
CA,Great Cormorant,Abberton Reservoir,non-breeding season (September to March),UK Wales and SW England waters,0,0
CA,Great Cormorant,Abberton Reservoir,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,Calf of Eday,non-breeding season (September to March),UK NW North Sea,1,1
CA,Great Cormorant,Calf of Eday,non-breeding season (September to March),UK SW North Sea and Channel,0,0
CA,Great Cormorant,Calf of Eday,non-breeding season (September to March),UK Wales and SW England waters,0,0
CA,Great Cormorant,Calf of Eday,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,Denmark,non-breeding season (September to March),UK NW North Sea,0,0.001
CA,Great Cormorant,Denmark,non-breeding season (September to March),UK SW North Sea and Channel,0,0.005
CA,Great Cormorant,Denmark,non-breeding season (September to March),UK Wales and SW England waters,0,1.00E-04
CA,Great Cormorant,Denmark,non-breeding season (September to March),UK West of Scotland waters,0,5.00E-04
CA,Great Cormorant,East Caithness Cliffs,non-breeding season (September to March),UK NW North Sea,1,1
CA,Great Cormorant,East Caithness Cliffs,non-breeding season (September to March),UK SW North Sea and Channel,0,0
CA,Great Cormorant,East Caithness Cliffs,non-breeding season (September to March),UK Wales and SW England waters,0,0
CA,Great Cormorant,East Caithness Cliffs,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,Farne Islands,non-breeding season (September to March),UK NW North Sea,0.1,0.2
CA,Great Cormorant,Farne Islands,non-breeding season (September to March),UK SW North Sea and Channel,0.9,0.8
CA,Great Cormorant,Farne Islands,non-breeding season (September to March),UK Wales and SW England waters,0,0
CA,Great Cormorant,Farne Islands,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,Forth Islands,non-breeding season (September to March),UK NW North Sea,0.6,0.5
CA,Great Cormorant,Forth Islands,non-breeding season (September to March),UK SW North Sea and Channel,0.4,0.5
CA,Great Cormorant,Forth Islands,non-breeding season (September to March),UK Wales and SW England waters,0,0
CA,Great Cormorant,Forth Islands,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,France,non-breeding season (September to March),UK NW North Sea,0,0
CA,Great Cormorant,France,non-breeding season (September to March),UK SW North Sea and Channel,0,0.01
CA,Great Cormorant,France,non-breeding season (September to March),UK Wales and SW England waters,0,0.001
CA,Great Cormorant,France,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,Ireland,non-breeding season (September to March),UK NW North Sea,0,0
CA,Great Cormorant,Ireland,non-breeding season (September to March),UK SW North Sea and Channel,0,0.01
CA,Great Cormorant,Ireland,non-breeding season (September to March),UK Wales and SW England waters,0,0.02
CA,Great Cormorant,Ireland,non-breeding season (September to March),UK West of Scotland waters,0,0.001
CA,Great Cormorant,Netherlands,non-breeding season (September to March),UK NW North Sea,0,1.00E-04
CA,Great Cormorant,Netherlands,non-breeding season (September to March),UK SW North Sea and Channel,0.001,0.01
CA,Great Cormorant,Netherlands,non-breeding season (September to March),UK Wales and SW England waters,0,1.00E-04
CA,Great Cormorant,Netherlands,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,Puffin Island Wales,non-breeding season (September to March),UK NW North Sea,0,0.001
CA,Great Cormorant,Puffin Island Wales,non-breeding season (September to March),UK SW North Sea and Channel,0,0.001
CA,Great Cormorant,Puffin Island Wales,non-breeding season (September to March),UK Wales and SW England waters,0.6,0.4
CA,Great Cormorant,Puffin Island Wales,non-breeding season (September to March),UK West of Scotland waters,0,0.01
CA,Great Cormorant,Sheep Island NI,non-breeding season (September to March),UK NW North Sea,0,0.001
CA,Great Cormorant,Sheep Island NI,non-breeding season (September to March),UK SW North Sea and Channel,0,0.001
CA,Great Cormorant,Sheep Island NI,non-breeding season (September to March),UK Wales and SW England waters,0.2,0.4
CA,Great Cormorant,Sheep Island NI,non-breeding season (September to March),UK West of Scotland waters,0.8,0.6
CA,Great Cormorant,UK non-SPA NW N S,non-breeding season (September to March),UK NW North Sea,0.8,0.8
CA,Great Cormorant,UK non-SPA NW N S,non-breeding season (September to March),UK SW North Sea and Channel,0.2,0.2
CA,Great Cormorant,UK non-SPA NW N S,non-breeding season (September to March),UK Wales and SW England waters,0,0
CA,Great Cormorant,UK non-SPA NW N S,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,UK non-SPA SW N S,non-breeding season (September to March),UK NW North Sea,0.05,0.05
CA,Great Cormorant,UK non-SPA SW N S,non-breeding season (September to March),UK SW North Sea and Channel,0.8,0.7
CA,Great Cormorant,UK non-SPA SW N S,non-breeding season (September to March),UK Wales and SW England waters,0,0
CA,Great Cormorant,UK non-SPA SW N S,non-breeding season (September to March),UK West of Scotland waters,0,0
CA,Great Cormorant,UK non-SPA W Scotland,non-breeding season (September to March),UK NW North Sea,0,0.001
CA,Great Cormorant,UK non-SPA W Scotland,non-breeding season (September to March),UK SW North Sea and Channel,0,0.001
CA,Great Cormorant,UK non-SPA W Scotland,non-breeding season (September to March),UK Wales and SW England waters,0.3,0.5
CA,Great Cormorant,UK non-SPA W Scotland,non-breeding season (September to March),UK West of Scotland waters,0.7,0.5
CA,Great Cormorant,UK non-SPA Wales SW E,non-breeding season (September to March),UK NW North Sea,0,0.001
CA,Great Cormorant,UK non-SPA Wales SW E,non-breeding season (September to March),UK SW North Sea and Channel,0,0.001
CA,Great Cormorant,UK non-SPA Wales SW E,non-breeding season (September to March),UK Wales and SW England waters,0.6,0.4
CA,Great Cormorant,UK non-SPA Wales SW E,non-breeding season (September to March),UK West of Scotland waters,0,0.01
NX,Great Skua,Fair Isle,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,Fair Isle,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,Fair Isle,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,Fair Isle,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,Fair Isle,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Fair Isle,winter (November to February),UK western waters,0.01,0
NX,Great Skua,Faroe,autumn migration season (August to October),UK North Sea and Channel waters,0.1,0.05
NX,Great Skua,Faroe,autumn migration season (August to October),UK western waters,0.3,0.05
NX,Great Skua,Faroe,spring migration (March-April),UK North Sea and Channel waters,0.05,0.02
NX,Great Skua,Faroe,spring migration (March-April),UK western waters,0.4,0.05
NX,Great Skua,Faroe,winter (November to February),UK North Sea and Channel waters,0.01,0.001
NX,Great Skua,Faroe,winter (November to February),UK western waters,0.05,0.001
NX,Great Skua,Fetlar,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,Fetlar,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,Fetlar,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,Fetlar,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,Fetlar,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Fetlar,winter (November to February),UK western waters,0.01,0
NX,Great Skua,Foula,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,Foula,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,Foula,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,Foula,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,Foula,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Foula,winter (November to February),UK western waters,0.01,0
NX,Great Skua,Handa,autumn migration season (August to October),UK North Sea and Channel waters,0,0
NX,Great Skua,Handa,autumn migration season (August to October),UK western waters,1,0.4
NX,Great Skua,Handa,spring migration (March-April),UK North Sea and Channel waters,0,0
NX,Great Skua,Handa,spring migration (March-April),UK western waters,1,0.4
NX,Great Skua,Handa,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Handa,winter (November to February),UK western waters,0.01,0
NX,Great Skua,Hermaness; Saxavord,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,Hermaness; Saxavord,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,Hermaness; Saxavord,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,Hermaness; Saxavord,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,Hermaness; Saxavord,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Hermaness; Saxavord,winter (November to February),UK western waters,0.01,0
NX,Great Skua,Hoy,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,Hoy,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,Hoy,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,Hoy,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,Hoy,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Hoy,winter (November to February),UK western waters,0.01,0
NX,Great Skua,Iceland,autumn migration season (August to October),UK North Sea and Channel waters,0.1,0.05
NX,Great Skua,Iceland,autumn migration season (August to October),UK western waters,0.2,0.05
NX,Great Skua,Iceland,spring migration (March-April),UK North Sea and Channel waters,0.05,0.02
NX,Great Skua,Iceland,spring migration (March-April),UK western waters,0.3,0.05
NX,Great Skua,Iceland,winter (November to February),UK North Sea and Channel waters,0.01,0.001
NX,Great Skua,Iceland,winter (November to February),UK western waters,0.1,0.001
NX,Great Skua,Norway,autumn migration season (August to October),UK North Sea and Channel waters,0.1,0.05
NX,Great Skua,Norway,autumn migration season (August to October),UK western waters,0.1,0.05
NX,Great Skua,Norway,spring migration (March-April),UK North Sea and Channel waters,0.05,0.02
NX,Great Skua,Norway,spring migration (March-April),UK western waters,0.2,0.05
NX,Great Skua,Norway,winter (November to February),UK North Sea and Channel waters,0.01,0.001
NX,Great Skua,Norway,winter (November to February),UK western waters,0.1,0.001
NX,Great Skua,Noss,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,Noss,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,Noss,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,Noss,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,Noss,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Noss,winter (November to February),UK western waters,0.01,0
NX,Great Skua,Ronas Hill; North Roe,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,Ronas Hill; North Roe,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,Ronas Hill; North Roe,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,Ronas Hill; North Roe,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,Ronas Hill; North Roe,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,Ronas Hill; North Roe,winter (November to February),UK western waters,0.01,0
NX,Great Skua,St Kilda,autumn migration season (August to October),UK North Sea and Channel waters,0,0
NX,Great Skua,St Kilda,autumn migration season (August to October),UK western waters,1,0.4
NX,Great Skua,St Kilda,spring migration (March-April),UK North Sea and Channel waters,0,0
NX,Great Skua,St Kilda,spring migration (March-April),UK western waters,1,0.4
NX,Great Skua,St Kilda,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,St Kilda,winter (November to February),UK western waters,0.01,0
NX,Great Skua,UK Non-SPA North Sea colonies,autumn migration season (August to October),UK North Sea and Channel waters,0.6,0.3
NX,Great Skua,UK Non-SPA North Sea colonies,autumn migration season (August to October),UK western waters,0.4,0.2
NX,Great Skua,UK Non-SPA North Sea colonies,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
NX,Great Skua,UK Non-SPA North Sea colonies,spring migration (March-April),UK western waters,0.7,0.3
NX,Great Skua,UK Non-SPA North Sea colonies,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,UK Non-SPA North Sea colonies,winter (November to February),UK western waters,0.01,0
NX,Great Skua,UK Non-SPA western colonies,autumn migration season (August to October),UK North Sea and Channel waters,0,0
NX,Great Skua,UK Non-SPA western colonies,autumn migration season (August to October),UK western waters,1,0.4
NX,Great Skua,UK Non-SPA western colonies,spring migration (March-April),UK North Sea and Channel waters,0,0
NX,Great Skua,UK Non-SPA western colonies,spring migration (March-April),UK western waters,1,0.4
NX,Great Skua,UK Non-SPA western colonies,winter (November to February),UK North Sea and Channel waters,0,0
NX,Great Skua,UK Non-SPA western colonies,winter (November to February),UK western waters,0.01,0
HG,Herring Gull,Ailsa Craig,non-breeding season (September to February),UK North Sea and Channel waters,0.05,0.1
HG,Herring Gull,Ailsa Craig,non-breeding season (September to February),UK western waters,0.8,0.7
HG,Herring Gull,Alde-Ore Estuary,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,Alde-Ore Estuary,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,Barents Sea,non-breeding season (September to February),UK North Sea and Channel waters,0.2,0.3
HG,Herring Gull,Barents Sea,non-breeding season (September to February),UK western waters,0.001,0.005
HG,Herring Gull,Buchan Ness to Collieston,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,Buchan Ness to Collieston,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,Canna and  Sanday,non-breeding season (September to February),UK North Sea and Channel waters,0.05,0.1
HG,Herring Gull,Canna and  Sanday,non-breeding season (September to February),UK western waters,0.8,0.7
HG,Herring Gull,East Caithness Cliffs,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,East Caithness Cliffs,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,Faroe,non-breeding season (September to February),UK North Sea and Channel waters,0.2,0.3
HG,Herring Gull,Faroe,non-breeding season (September to February),UK western waters,0.2,0.3
HG,Herring Gull,Flamborough and  Filey Coast,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,Flamborough and  Filey Coast,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,Forth Islands,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,Forth Islands,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,Fowlsheugh,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,Fowlsheugh,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,Ireland,non-breeding season (September to February),UK North Sea and Channel waters,0.02,0.05
HG,Herring Gull,Ireland,non-breeding season (September to February),UK western waters,0.3,0.4
HG,Herring Gull,Morecambe Bay,non-breeding season (September to February),UK North Sea and Channel waters,0.05,0.1
HG,Herring Gull,Morecambe Bay,non-breeding season (September to February),UK western waters,0.8,0.7
HG,Herring Gull,Rathlin Island,non-breeding season (September to February),UK North Sea and Channel waters,0.05,0.1
HG,Herring Gull,Rathlin Island,non-breeding season (September to February),UK western waters,0.8,0.7
HG,Herring Gull,St Abbs Head/ Fast Castle,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,St Abbs Head/ Fast Castle,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,Troup; Pennan and  Lions,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,Troup; Pennan and  Lions,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,UK North Sea non-SPA cols,non-breeding season (September to February),UK North Sea and Channel waters,0.99,0.95
HG,Herring Gull,UK North Sea non-SPA cols,non-breeding season (September to February),UK western waters,0.001,0.001
HG,Herring Gull,UK western non-SPA cols,non-breeding season (September to February),UK North Sea and Channel waters,0.05,0.1
HG,Herring Gull,UK western non-SPA cols,non-breeding season (September to February),UK western waters,0.8,0.7
LB,Lesser Black-backed Gull,Ailsa Craig,autumn migration (August-October),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Ailsa Craig,autumn migration (August-October),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Ailsa Craig,spring migration (March-April),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Ailsa Craig,spring migration (March-April),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Ailsa Craig,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Ailsa Craig,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Alde-Ore Estuary,autumn migration (August-October),UK North Sea and Channel waters,1,0.7
LB,Lesser Black-backed Gull,Alde-Ore Estuary,autumn migration (August-October),UK western waters,0,0.1
LB,Lesser Black-backed Gull,Alde-Ore Estuary,spring migration (March-April),UK North Sea and Channel waters,1,0.7
LB,Lesser Black-backed Gull,Alde-Ore Estuary,spring migration (March-April),UK western waters,0,0.1
LB,Lesser Black-backed Gull,Alde-Ore Estuary,winter (November to February),UK North Sea and Channel waters,0.5,0.05
LB,Lesser Black-backed Gull,Alde-Ore Estuary,winter (November to February),UK western waters,0,0
LB,Lesser Black-backed Gull,Bowland Fells,autumn migration (August-October),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Bowland Fells,autumn migration (August-October),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Bowland Fells,spring migration (March-April),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Bowland Fells,spring migration (March-April),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Bowland Fells,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Bowland Fells,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Denmark,autumn migration (August-October),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Denmark,autumn migration (August-October),UK western waters,0.05,0.02
LB,Lesser Black-backed Gull,Denmark,spring migration (March-April),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Denmark,spring migration (March-April),UK western waters,0.05,0.02
LB,Lesser Black-backed Gull,Denmark,winter (November to February),UK North Sea and Channel waters,0.01,0
LB,Lesser Black-backed Gull,Denmark,winter (November to February),UK western waters,0.01,0
LB,Lesser Black-backed Gull,Faroe,autumn migration (August-October),UK North Sea and Channel waters,0.4,0.2
LB,Lesser Black-backed Gull,Faroe,autumn migration (August-October),UK western waters,0.4,0.2
LB,Lesser Black-backed Gull,Faroe,spring migration (March-April),UK North Sea and Channel waters,0.2,0.1
LB,Lesser Black-backed Gull,Faroe,spring migration (March-April),UK western waters,0.4,0.2
LB,Lesser Black-backed Gull,Faroe,winter (November to February),UK North Sea and Channel waters,0.05,0
LB,Lesser Black-backed Gull,Faroe,winter (November to February),UK western waters,0.05,0
LB,Lesser Black-backed Gull,Forth Islands,autumn migration (August-October),UK North Sea and Channel waters,1,0.7
LB,Lesser Black-backed Gull,Forth Islands,autumn migration (August-October),UK western waters,0,0.1
LB,Lesser Black-backed Gull,Forth Islands,spring migration (March-April),UK North Sea and Channel waters,1,0.7
LB,Lesser Black-backed Gull,Forth Islands,spring migration (March-April),UK western waters,0,0.1
LB,Lesser Black-backed Gull,Forth Islands,winter (November to February),UK North Sea and Channel waters,0.5,0.05
LB,Lesser Black-backed Gull,Forth Islands,winter (November to February),UK western waters,0,0
LB,Lesser Black-backed Gull,Iceland,autumn migration (August-October),UK North Sea and Channel waters,0.2,0.1
LB,Lesser Black-backed Gull,Iceland,autumn migration (August-October),UK western waters,0.2,0.1
LB,Lesser Black-backed Gull,Iceland,spring migration (March-April),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Iceland,spring migration (March-April),UK western waters,0.2,0.1
LB,Lesser Black-backed Gull,Iceland,winter (November to February),UK North Sea and Channel waters,0.05,0
LB,Lesser Black-backed Gull,Iceland,winter (November to February),UK western waters,0.05,0
LB,Lesser Black-backed Gull,Ireland,autumn migration (August-October),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Ireland,autumn migration (August-October),UK western waters,0.4,0.2
LB,Lesser Black-backed Gull,Ireland,spring migration (March-April),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Ireland,spring migration (March-April),UK western waters,0.4,0.2
LB,Lesser Black-backed Gull,Ireland,winter (November to February),UK North Sea and Channel waters,0.01,0
LB,Lesser Black-backed Gull,Ireland,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Isles of Scilly,autumn migration (August-October),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Isles of Scilly,autumn migration (August-October),UK western waters,0.9,0.6
LB,Lesser Black-backed Gull,Isles of Scilly,spring migration (March-April),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Isles of Scilly,spring migration (March-April),UK western waters,0.9,0.6
LB,Lesser Black-backed Gull,Isles of Scilly,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Isles of Scilly,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Lough Neagh and  L. Beg,spring migration (March-April),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Lough Neagh and  Lough Beg,autumn migration (August-October),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Lough Neagh and  Lough Beg,autumn migration (August-October),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Lough Neagh and  Lough Beg,spring migration (March-April),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Lough Neagh and  Lough Beg,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Lough Neagh and  Lough Beg,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Morcambe Bay,autumn migration (August-October),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Morcambe Bay,autumn migration (August-October),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Morcambe Bay,spring migration (March-April),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Morcambe Bay,spring migration (March-April),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Morcambe Bay,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Morcambe Bay,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Netherlands,autumn migration (August-October),UK North Sea and Channel waters,0.05,0.025
LB,Lesser Black-backed Gull,Netherlands,autumn migration (August-October),UK western waters,0.025,0.01
LB,Lesser Black-backed Gull,Netherlands,spring migration (March-April),UK North Sea and Channel waters,0.05,0.025
LB,Lesser Black-backed Gull,Netherlands,spring migration (March-April),UK western waters,0.025,0.01
LB,Lesser Black-backed Gull,Netherlands,winter (November to February),UK North Sea and Channel waters,0.005,0
LB,Lesser Black-backed Gull,Netherlands,winter (November to February),UK western waters,0.005,0
LB,Lesser Black-backed Gull,Norway,autumn migration (August-October),UK North Sea and Channel waters,0.3,0.1
LB,Lesser Black-backed Gull,Norway,autumn migration (August-October),UK western waters,0.1,0.05
LB,Lesser Black-backed Gull,Norway,spring migration (March-April),UK North Sea and Channel waters,0.3,0.1
LB,Lesser Black-backed Gull,Norway,spring migration (March-April),UK western waters,0.1,0.05
LB,Lesser Black-backed Gull,Norway,winter (November to February),UK North Sea and Channel waters,0.05,0
LB,Lesser Black-backed Gull,Norway,winter (November to February),UK western waters,0.02,0
LB,Lesser Black-backed Gull,Rathlin Island,autumn migration (August-October),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Rathlin Island,autumn migration (August-October),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Rathlin Island,spring migration (March-April),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Rathlin Island,spring migration (March-April),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Rathlin Island,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Rathlin Island,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Ribble and  Alt Estuaries,autumn migration (August-October),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Ribble and  Alt Estuaries,autumn migration (August-October),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Ribble and  Alt Estuaries,spring migration (March-April),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,Ribble and  Alt Estuaries,spring migration (March-April),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,Ribble and  Alt Estuaries,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Ribble and  Alt Estuaries,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Skokholm; Skomer; Mholm,autumn migration (August-October),UK North Sea and Channel waters,0.3,0.3
LB,Lesser Black-backed Gull,Skokholm; Skomer; Mholm,autumn migration (August-October),UK western waters,0.7,0.4
LB,Lesser Black-backed Gull,Skokholm; Skomer; Mholm,spring migration (March-April),UK North Sea and Channel waters,0.3,0.3
LB,Lesser Black-backed Gull,Skokholm; Skomer; Mholm,spring migration (March-April),UK western waters,0.7,0.4
LB,Lesser Black-backed Gull,Skokholm; Skomer; Mholm,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,Skokholm; Skomer; Mholm,winter (November to February),UK western waters,0.2,0.05
LB,Lesser Black-backed Gull,Sweden,autumn migration (August-October),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Sweden,autumn migration (August-October),UK western waters,0.05,0.02
LB,Lesser Black-backed Gull,Sweden,spring migration (March-April),UK North Sea and Channel waters,0.1,0.05
LB,Lesser Black-backed Gull,Sweden,spring migration (March-April),UK western waters,0.05,0.02
LB,Lesser Black-backed Gull,Sweden,winter (November to February),UK North Sea and Channel waters,0.01,0
LB,Lesser Black-backed Gull,Sweden,winter (November to February),UK western waters,0.01,0
LB,Lesser Black-backed Gull,UK North Sea non-SPA,spring migration (March-April),UK western waters,0,0.1
LB,Lesser Black-backed Gull,UK North Sea non-SPA cols,autumn migration (August-October),UK North Sea and Channel waters,1,0.7
LB,Lesser Black-backed Gull,UK North Sea non-SPA cols,autumn migration (August-October),UK western waters,0,0.1
LB,Lesser Black-backed Gull,UK North Sea non-SPA cols,spring migration (March-April),UK North Sea and Channel waters,1,0.7
LB,Lesser Black-backed Gull,UK North Sea non-SPA cols,winter (November to February),UK North Sea and Channel waters,0.5,0.05
LB,Lesser Black-backed Gull,UK North Sea non-SPA cols,winter (November to February),UK western waters,0,0
LB,Lesser Black-backed Gull,UK Western non-SPA colonies,autumn migration (August-October),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,UK Western non-SPA cols,autumn migration (August-October),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,UK Western non-SPA cols,spring migration (March-April),UK North Sea and Channel waters,0.5,0.4
LB,Lesser Black-backed Gull,UK Western non-SPA cols,spring migration (March-April),UK western waters,0.5,0.4
LB,Lesser Black-backed Gull,UK Western non-SPA cols,winter (November to February),UK North Sea and Channel waters,0.1,0.01
LB,Lesser Black-backed Gull,UK Western non-SPA cols,winter (November to February),UK western waters,0.2,0.05
